"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	71	5652404	1.3
	"Arizona"	"04"	"2004"	"2004"	"All other drug-induced causes"	"D9"	59	5652404	1.0
	"Arizona"	"04"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	586	5652404	10.4
	"Arizona"	"04"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	41805	5652404	739.6
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	585	5839077	10.0
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	115	5839077	2.0
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	5839077	1.5
	"Arizona"	"04"	"2005"	"2005"	"All other drug-induced causes"	"D9"	55	5839077	0.9
	"Arizona"	"04"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	659	5839077	11.3
	"Arizona"	"04"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	44311	5839077	758.9
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	663	6029141	11.0
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	132	6029141	2.2
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	78	6029141	1.3
	"Arizona"	"04"	"2006"	"2006"	"All other drug-induced causes"	"D9"	83	6029141	1.4
	"Arizona"	"04"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	656	6029141	10.9
	"Arizona"	"04"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	44742	6029141	742.1
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	697	6167681	11.3
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	179	6167681	2.9
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	66	6167681	1.1
	"Arizona"	"04"	"2007"	"2007"	"All other drug-induced causes"	"D9"	38	6167681	0.6
	"Arizona"	"04"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	46	6167681	0.7
	"Arizona"	"04"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	701	6167681	11.4
	"Arizona"	"04"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	43826	6167681	710.6
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	621	6280362	9.9
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	149	6280362	2.4
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	58	6280362	0.9
	"Arizona"	"04"	"2008"	"2008"	"All other drug-induced causes"	"D9"	25	6280362	0.4
	"Arizona"	"04"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	64	6280362	1.0
	"Arizona"	"04"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	720	6280362	11.5
	"Arizona"	"04"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	44186	6280362	703.6
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	757	6343154	11.9
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	6343154	2.7
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	70	6343154	1.1
	"Arizona"	"04"	"2009"	"2009"	"All other drug-induced causes"	"D9"	39	6343154	0.6
	"Arizona"	"04"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	75	6343154	1.2
	"Arizona"	"04"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	729	6343154	11.5
	"Arizona"	"04"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	43971	6343154	693.2
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	843	6392017	13.2
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	159	6392017	2.5
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	95	6392017	1.5
	"Arizona"	"04"	"2010"	"2010"	"All other drug-induced causes"	"D9"	43	6392017	0.7
	"Arizona"	"04"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	83	6392017	1.3
	"Arizona"	"04"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	904	6392017	14.1
	"Arizona"	"04"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	44634	6392017	698.3
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	811	6482505	12.5
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	178	6482505	2.7
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	82	6482505	1.3
	"Arizona"	"04"	"2011"	"2011"	"All other drug-induced causes"	"D9"	47	6482505	0.7
	"Arizona"	"04"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	104	6482505	1.6
	"Arizona"	"04"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	904	6482505	13.9
	"Arizona"	"04"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	46255	6482505	713.5
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	843	6553255	12.9
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	165	6553255	2.5
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	125	6553255	1.9
	"Arizona"	"04"	"2012"	"2012"	"All other drug-induced causes"	"D9"	72	6553255	1.1
	"Arizona"	"04"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	96	6553255	1.5
	"Arizona"	"04"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	960	6553255	14.6
	"Arizona"	"04"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	47287	6553255	721.6
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	942	6626624	14.2
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	161	6626624	2.4
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	119	6626624	1.8
	"Arizona"	"04"	"2013"	"2013"	"All other drug-induced causes"	"D9"	82	6626624	1.2
	"Arizona"	"04"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	102	6626624	1.5
	"Arizona"	"04"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	1036	6626624	15.6
	"Arizona"	"04"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	48092	6626624	725.7
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	934	6731484	13.9
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	166	6731484	2.5
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	110	6731484	1.6
	"Arizona"	"04"	"2014"	"2014"	"All other drug-induced causes"	"D9"	63	6731484	0.9
	"Arizona"	"04"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	86	6731484	1.3
	"Arizona"	"04"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	1084	6731484	16.1
	"Arizona"	"04"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	49094	6731484	729.3
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	998	6828065	14.6
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	6828065	2.5
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	6828065	1.5
	"Arizona"	"04"	"2015"	"2015"	"All other drug-induced causes"	"D9"	77	6828065	1.1
	"Arizona"	"04"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	82	6828065	1.2
	"Arizona"	"04"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	1195	6828065	17.5
	"Arizona"	"04"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	51671	6828065	756.7
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1141	6931071	16.5
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	140	6931071	2.0
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	100	6931071	1.4
	"Arizona"	"04"	"2016"	"2016"	"All other drug-induced causes"	"D9"	118	6931071	1.7
	"Arizona"	"04"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	141	6931071	2.0
	"Arizona"	"04"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1186	6931071	17.1
	"Arizona"	"04"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	53818	6931071	776.5
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	2651860	1.2
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	2651860	1.2
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	49	2651860	1.8
	"Arkansas"	"05"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	119	2651860	4.5
	"Arkansas"	"05"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	27684	2651860	1043.9
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	2673400	1.7
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	2673400	1.1
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	64	2673400	2.4
	"Arkansas"	"05"	"2000"	"2000"	"All other drug-induced causes"	"D9"	11	2673400	Unreliable
	"Arkansas"	"05"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	108	2673400	4.0
	"Arkansas"	"05"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	27953	2673400	1045.6
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	2691571	1.5
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	33	2691571	1.2
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	2691571	2.0
	"Arkansas"	"05"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	159	2691571	5.9
	"Arkansas"	"05"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	27467	2691571	1020.5
	"Arkansas"	"05"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	59	2705927	2.2
	"Arkansas"	"05"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	40	2705927	1.5
	"Arkansas"	"05"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	76	2705927	2.8
	"Arkansas"	"05"	"2002"	"2002"	"All other drug-induced causes"	"D9"	14	2705927	Unreliable
	"Arkansas"	"05"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	130	2705927	4.8
	"Arkansas"	"05"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	28187	2705927	1041.7
	"Arkansas"	"05"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	61	2724816	2.2
	"Arkansas"	"05"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	42	2724816	1.5
	"Arkansas"	"05"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	81	2724816	3.0
	"Arkansas"	"05"	"2003"	"2003"	"All other drug-induced causes"	"D9"	19	2724816	Unreliable
	"Arkansas"	"05"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	133	2724816	4.9
	"Arkansas"	"05"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	27577	2724816	1012.1
	"Arkansas"	"05"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	93	2749686	3.4
	"Arkansas"	"05"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	46	2749686	1.7
	"Arkansas"	"05"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	88	2749686	3.2
	"Arkansas"	"05"	"2004"	"2004"	"All other drug-induced causes"	"D9"	19	2749686	Unreliable
	"Arkansas"	"05"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	124	2749686	4.5
	"Arkansas"	"05"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	27148	2749686	987.3
	"Arkansas"	"05"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	109	2781097	3.9
	"Arkansas"	"05"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	48	2781097	1.7
	"Arkansas"	"05"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	112	2781097	4.0
	"Arkansas"	"05"	"2005"	"2005"	"All other drug-induced causes"	"D9"	17	2781097	Unreliable
	"Arkansas"	"05"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	140	2781097	5.0
	"Arkansas"	"05"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	27623	2781097	993.2
	"Arkansas"	"05"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	135	2821761	4.8
	"Arkansas"	"05"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	38	2821761	1.3
	"Arkansas"	"05"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	112	2821761	4.0
	"Arkansas"	"05"	"2006"	"2006"	"All other drug-induced causes"	"D9"	22	2821761	0.8
	"Arkansas"	"05"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	169	2821761	6.0
	"Arkansas"	"05"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	27423	2821761	971.8
	"Arkansas"	"05"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	129	2848650	4.5
	"Arkansas"	"05"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	44	2848650	1.5
	"Arkansas"	"05"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	128	2848650	4.5
	"Arkansas"	"05"	"2007"	"2007"	"All other drug-induced causes"	"D9"	25	2848650	0.9
	"Arkansas"	"05"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	2848650	Unreliable
	"Arkansas"	"05"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	155	2848650	5.4
	"Arkansas"	"05"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	27692	2848650	972.1
	"Arkansas"	"05"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	197	2874554	6.9
	"Arkansas"	"05"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	68	2874554	2.4
	"Arkansas"	"05"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	95	2874554	3.3
	"Arkansas"	"05"	"2008"	"2008"	"All other drug-induced causes"	"D9"	30	2874554	1.0
	"Arkansas"	"05"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	2874554	0.8
	"Arkansas"	"05"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	178	2874554	6.2
	"Arkansas"	"05"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	28732	2874554	999.5
	"Arkansas"	"05"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	220	2896843	7.6
	"Arkansas"	"05"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	41	2896843	1.4
	"Arkansas"	"05"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	90	2896843	3.1
	"Arkansas"	"05"	"2009"	"2009"	"All other drug-induced causes"	"D9"	33	2896843	1.1
	"Arkansas"	"05"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	23	2896843	0.8
	"Arkansas"	"05"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	150	2896843	5.2
	"Arkansas"	"05"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	28116	2896843	970.6
	"Arkansas"	"05"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	227	2915918	7.8
	"Arkansas"	"05"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	2915918	1.9
	"Arkansas"	"05"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	69	2915918	2.4
	"Arkansas"	"05"	"2010"	"2010"	"All other drug-induced causes"	"D9"	24	2915918	0.8
	"Arkansas"	"05"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	2915918	Unreliable
	"Arkansas"	"05"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	161	2915918	5.5
	"Arkansas"	"05"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	28363	2915918	972.7
	"Arkansas"	"05"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	260	2937979	8.8
	"Arkansas"	"05"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	2937979	1.8
	"Arkansas"	"05"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	2937979	1.5
	"Arkansas"	"05"	"2011"	"2011"	"All other drug-induced causes"	"D9"	20	2937979	0.7
	"Arkansas"	"05"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	2937979	Unreliable
	"Arkansas"	"05"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	162	2937979	5.5
	"Arkansas"	"05"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	29102	2937979	990.5
	"Arkansas"	"05"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	257	2949131	8.7
	"Arkansas"	"05"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	2949131	1.9
	"Arkansas"	"05"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	59	2949131	2.0
	"Arkansas"	"05"	"2012"	"2012"	"All other drug-induced causes"	"D9"	25	2949131	0.8
	"Arkansas"	"05"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	20	2949131	0.7
	"Arkansas"	"05"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	155	2949131	5.3
	"Arkansas"	"05"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	29544	2949131	1001.8
	"Arkansas"	"05"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	216	2959373	7.3
	"Arkansas"	"05"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	2959373	1.8
	"Arkansas"	"05"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	49	2959373	1.7
	"Arkansas"	"05"	"2013"	"2013"	"All other drug-induced causes"	"D9"	24	2959373	0.8
	"Arkansas"	"05"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	2959373	Unreliable
	"Arkansas"	"05"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	170	2959373	5.7
	"Arkansas"	"05"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	29905	2959373	1010.5
	"Arkansas"	"05"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	251	2966369	8.5
	"Arkansas"	"05"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	2966369	1.5
	"Arkansas"	"05"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	59	2966369	2.0
	"Arkansas"	"05"	"2014"	"2014"	"All other drug-induced causes"	"D9"	21	2966369	0.7
	"Arkansas"	"05"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	2966369	0.8
	"Arkansas"	"05"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	185	2966369	6.2
	"Arkansas"	"05"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	29881	2966369	1007.3
	"Arkansas"	"05"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	274	2978204	9.2
	"Arkansas"	"05"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	65	2978204	2.2
	"Arkansas"	"05"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	51	2978204	1.7
	"Arkansas"	"05"	"2015"	"2015"	"All other drug-induced causes"	"D9"	33	2978204	1.1
	"Arkansas"	"05"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	2978204	Unreliable
	"Arkansas"	"05"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	224	2978204	7.5
	"Arkansas"	"05"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	30950	2978204	1039.2
	"Arkansas"	"05"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	296	2988248	9.9
	"Arkansas"	"05"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	2988248	1.9
	"Arkansas"	"05"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	46	2988248	1.5
	"Arkansas"	"05"	"2016"	"2016"	"All other drug-induced causes"	"D9"	22	2988248	0.7
	"Arkansas"	"05"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	2988248	1.1
	"Arkansas"	"05"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	254	2988248	8.5
	"Arkansas"	"05"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	31047	2988248	1039.0
	"California"	"06"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2157	33499204	6.4
	"California"	"06"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	403	33499204	1.2
	"California"	"06"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	100	33499204	0.3
	"California"	"06"	"1999"	"1999"	"All other drug-induced causes"	"D9"	429	33499204	1.3
	"California"	"06"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	42	33499204	0.1
	"California"	"06"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	3244	33499204	9.7
	"California"	"06"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	223003	33499204	665.7
	"California"	"06"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1519	33871648	4.5
	"California"	"06"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	343	33871648	1.0
	"California"	"06"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	74	33871648	0.2
	"California"	"06"	"2000"	"2000"	"All other drug-induced causes"	"D9"	360	33871648	1.1
	"California"	"06"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	33871648	0.1
	"California"	"06"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	3374	33871648	10.0
	"California"	"06"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	223844	33871648	660.9
	"California"	"06"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	976	34479458	2.8
	"California"	"06"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	203	34479458	0.6
	"California"	"06"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	45	34479458	0.1
	"California"	"06"	"2001"	"2001"	"All other drug-induced causes"	"D9"	281	34479458	0.8
	"California"	"06"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	29	34479458	0.1
	"California"	"06"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	3370	34479458	9.8
	"California"	"06"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	229138	34479458	664.6
	"California"	"06"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2318	34871843	6.6
	"California"	"06"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	511	34871843	1.5
	"California"	"06"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	138	34871843	0.4
